,,,,Redraft,,,Dynasty,AAV,,Health Report,
Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T285,Chris Williams,FA,OG,-,-,-,-,,,,
T285,Andrew Mevis,FA,K,-,-,-,334.00,,,,
T285,Ryan Santoso,FA,K,-,-,-,-,,,,
T285,Justin Rohrwasser,FA,K,-,-,-,-,,,,
T285,Parker Romo,FA,K,-,-,-,422.50,,,,
T285,Taylor Russolino,FA,K,-,-,-,413.00,,,,
T285,Chad Ryland,ARI,K,-,-,-,-,,5.00,,
T285,Jason Sanders,NYJ,K,-,-,-,453.50,,2.00,,
T285,Matthew Caldwell,LAR,QB,-,-,-,-,,,,
T285,Derek Carr,NO,QB,-,-,-,-,,,Reserve-Ret,Personal
T285,Davis Cheek,FA,QB,-,-,-,-,,,,
T285,Jacob Clark,LV,QB,-,-,-,-,,,,
T285,Sean Clifford,CIN,QB,-,-,-,-,,,,
T285,Jack Coan,FA,QB,-,-,-,-,,,,
T285,Jake Coker,FA,QB,-,-,-,-,,,,
T285,Brady Cook,NYJ,QB,-,-,-,-,,,,
T285,Case Cookus,FA,QB,-,-,-,-,,,,
T285,Chevan Cordeiro,FA,QB,-,-,-,-,,,,
T285,Matt Corral,FA,QB,-,-,-,-,,,,
T285,Kyle Allen,BUF,QB,-,-,-,-,,,,
T285,Luke Altmyer,DET,QB,-,-,-,-,,,,
T285,Drew Anderson,FA,QB,-,-,-,-,,,,
T285,Zack Annexstad,FA,QB,-,-,-,-,,,,
T285,Austin Aune,FA,QB,-,-,-,-,,,,
T285,Tyson Bagent,CHI,QB,-,-,-,460.50,,,,
T285,Matt Barkley,FA,QB,-,-,-,-,,,,
T285,Connor Bazelak,TB,QB,-,-,-,-,,,,
T285,Jason Bean,FA,QB,-,-,-,-,,,,
T285,C.J. Beathard,FA,QB,-,-,-,-,,,,
T285,Carson Beck,ARI,QB,-,-,33.00,263.30,7.78,4.10,,
T285,Stetson Bennett,LAR,QB,-,-,-,-,,,,
T285,James Blackman,FA,QB,-,-,-,-,,,,
T285,Ian Book,FA,QB,-,-,-,-,,,,
T285,Anthony Boone,FA,QB,-,-,-,-,,,,
T285,Tim Boyle,FA,QB,-,-,-,-,,,,
T285,Carter Bradley,JAX,QB,-,-,-,-,,,,
T285,Teddy Bridgewater,DET,QB,-,-,-,-,,,,
199,Jacoby Brissett,ARI,QB,230.11,-,-,299.40,5.29,8.52,,
T285,Max Brosmer,MIN,QB,-,-,-,-,,5.00,,
T285,Anthony Brown,FA,QB,-,-,-,-,,,,
T285,Jake Browning,TB,QB,-,-,-,-,,6.50,,
T285,Shane Buechele,BUF,QB,-,-,-,-,,,,
T285,Leroy Watson,FA,OT,-,-,-,-,,,,
T285,Bryan Anger,DAL,P,-,-,-,-,,,,
T285,Matt Araiza,KC,P,-,-,-,-,,,,
T285,Jake Bailey,ATL,P,-,-,-,-,,,,
T285,Bryce Baringer,NE,P,-,-,-,-,,,,
T285,Corey Bojorquez,CLE,P,-,-,-,-,,,,
T285,Jack Browning,FA,P,-,-,-,-,,,,
T285,James Burnip,FA,P,-,-,-,-,,,,
T285,Jake Camarda,FA,P,-,-,-,-,,,,
T285,AJ Cole,LV,P,-,-,-,-,,,,
T285,Logan Cooke,JAX,P,-,-,-,-,,,,
T285,Jeremy Crawshaw,DEN,P,-,-,-,-,,,,
T285,Michael Dickson,SEA,P,-,-,-,-,,,,
T285,Riley Dixon,TB,P,-,-,-,-,,,,
T285,Tommy Doman,BUF,P,-,-,-,-,,,,
T285,Ryan Eckley,BAL,P,-,-,-,-,,,,
T285,Ethan Evans,LAR,P,-,-,-,-,,,,
T285,Jack Fox,DET,P,-,-,-,-,,,,
T285,Trenton Gill,FA,P,-,-,-,-,,,,
T285,Jamie Gillan,FA,P,-,-,-,-,,,,
T285,Blake Gillikin,ARI,P,-,-,-,-,,,,
T285,Matt Haack,WAS,P,-,-,-,-,,,,
T285,Matthew Hayball,ATL,P,-,-,-,-,,,,
T285,Lou Hedley,FA,P,-,-,-,-,,,,
T285,Johnny Hekker,MIN,P,-,-,-,-,,,,
T285,Cameron Johnston,PIT,P,-,-,-,-,,,,
T285,Kai Kroeger,HOU,P,-,-,-,-,,,,
T285,Ty Long,FA,P,-,-,-,-,,,,
T285,Braden Mann,PHI,P,-,-,-,-,,,,
T285,Sam Martin,CAR,P,-,-,-,-,,,,
T285,Austin McNamara,NYJ,P,-,-,-,-,,,,
T285,Thomas Morstead,FA,P,-,-,-,-,,,,
T285,Pat O'Donnell,FA,P,-,-,-,-,,,,
T285,Michael Palardy,FA,P,-,-,-,-,,,,
T285,Bradley Pinion,MIA,P,-,-,-,-,,,,
T285,Ryan Rehkow,CIN,P,-,-,-,-,,,,
T285,Brad Robbins,FA,P,-,-,-,-,,,,
T285,Rigoberto Sanchez,IND,P,-,-,-,-,,,,
T285,JK Scott,LAC,P,-,-,-,-,,,,
T285,Ryan Stonehouse,FA,P,-,-,-,-,,,,
T285,Jordan Stout,NYG,P,-,-,-,-,,,,
T285,Tory Taylor,CHI,P,-,-,-,-,,,,
T285,Tommy Townsend,TEN,P,-,-,-,-,,,,
T285,Corliss Waitman,SF,P,-,-,-,-,,,,
T285,Tress Way,WAS,P,-,-,-,-,,,NFI-A,Pectoral
T285,Daniel Whelan,GB,P,-,-,-,-,,,,
T285,Matt Wile,FA,P,-,-,-,-,,,,
T285,Mitch Wishnowsky,BUF,P,-,-,-,-,,,,
T285,Brandon Wright,FA,P,-,-,-,-,,,,
T285,Ryan Wright,NO,P,-,-,-,-,,,,
T285,Ty Zentner,FA,P,-,-,-,-,,,,
T285,Joey Aguilar,JAX,QB,-,-,-,-,,,,
T285,Holton Ahlers,FA,QB,-,-,-,-,,,,
T285,Drew Allar,PIT,QB,-,-,44.33,303.00,3.56,3.29,,
T285,Austin Allen,FA,QB,-,-,-,-,,,,
T285,Brandon Allen,NYG,QB,-,-,-,-,,,,
T285,Jose Borregales,FA,K,-,-,-,414.00,,,,
T285,Luke Drzewiecki,FA,K,-,-,-,-,,,,
T285,Christopher Dunn,FA,K,-,-,-,-,,,,
T285,Dominik Eberle,FA,K,-,-,-,-,,,,
T285,Austin MacGinnis,FA,K,-,-,-,-,,,,
T285,Brett Maher,FA,K,-,-,-,-,,,,
T285,Laith Marjan,PIT,K,-,-,-,-,,,,
T285,Kansei Matsuzawa,LV,K,-,-,-,-,,,,
T285,Jude McAtamney,FA,K,-,-,-,-,,,,
T285,Tucker McCann,FA,K,-,-,-,-,,,,
T285,James McCourt,FA,K,-,-,-,385.50,,,,
T285,Matt McCrane,FA,K,-,-,-,-,,,,
T285,Gabriel Plascencia,FA,K,-,-,-,-,,,,
T285,Jack Podlesny,FA,K,-,-,-,-,,,,
T285,B.T. Potter,TB,K,-,-,-,-,,,,
T285,Matt Prater,FA,K,-,-,-,-,,5.50,,
T285,Alex Quevedo,FA,K,-,-,-,-,,,,
T285,Chris Naggar,FA,K,-,-,-,343.10,,,,
T285,Brayden Narveson,FA,K,-,-,-,-,,,,
T285,Quinn Nordin,FA,K,-,-,-,411.50,,,,
T285,Mike Nugent,FA,K,-,-,-,-,,,,
T285,Cody Parkey,FA,K,-,-,-,-,,,,
T285,Riley Patterson,MIA,K,-,-,-,341.00,,5.00,,
T285,Brandon McManus,FA,K,-,-,-,-,,5.50,,
T285,John Lunsford,FA,K,-,-,-,-,,,,
T285,Mike Meyer,FA,K,-,-,-,-,,,,
T285,JJ Molson,FA,K,-,-,-,-,,,,
T285,Jake Moody,WAS,K,-,-,-,-,,9.00,,
T285,Trevor Moore,FA,K,-,-,-,-,,,,
T285,Cole Murphy,FA,K,-,-,-,-,,,,
T285,Taylor Bertolet,FA,K,-,-,-,-,,,,
T285,Rodrigo Blankenship,FA,K,-,-,-,-,,,,
T285,Chris Blewitt,FA,K,-,-,-,-,,,,
T285,Michael Badgley,FA,K,-,-,-,-,,5.00,,
T285,Dan Bailey,FA,K,-,-,-,280.40,,,,
T285,John Baron,FA,K,-,-,-,-,,,,
T285,Tyler Bass,BUF,K,-,-,-,340.10,,2.50,,
T285,Anders Carlson,FA,K,-,-,-,-,,,,
T285,Daniel Carlson,FA,K,-,-,-,-,,11.00,,
T285,Sergio Castillo,FA,K,-,-,-,-,,,,
T285,Ryan Coe,FA,K,-,-,-,-,,,,
T285,Caden Davis,FA,K,-,-,-,-,,,,
T285,Gabe Brkic,FA,K,-,-,-,410.50,,,,
T285,Jonathan Brown,FA,K,-,-,-,-,,,,
T285,Tanner Brown,NO,K,-,-,-,-,,,,
T285,Randy Bullock,FA,K,-,-,-,-,,,,
T285,Will Ferrin,FA,K,-,-,-,-,,,,
T285,Ryan Fitzgerald,CAR,K,-,-,-,446.50,,5.00,,
T285,Nick Folk,ATL,K,-,-,-,445.50,,5.00,,
T285,Kai Forbath,FA,K,-,-,-,-,,,,
T285,Chris Freeman,FA,K,-,-,-,-,,,,
T285,Elliott Fry,FA,K,-,-,-,-,,,,
T285,Graham Gano,FA,K,-,-,-,-,,17.00,Ques,Neck
T285,Jonathan Garibay,FA,K,-,-,-,388.00,,,,
T285,Matt Gay,LV,K,-,-,-,389.00,,5.00,,
T285,Zane Gonzalez,MIA,K,-,-,-,-,,,,
T285,Blake Grupe,IND,K,-,-,-,458.00,,9.00,,
T285,Lirim Hajrullahu,FA,K,-,-,-,-,,,,
T285,Alex Hale,FA,K,-,-,-,-,,,,
T285,Clayton Hatfield,FA,K,-,-,-,-,,,,
T285,Blake Haubeil,FA,K,-,-,-,409.00,,,,
T285,Lucas Havrisik,FA,K,-,-,-,336.20,,,,
T285,Cole Hedlund,FA,K,-,-,-,-,,,,
T285,Dustin Hopkins,FA,K,-,-,-,-,,,,
T285,John Hoyland,FA,K,-,-,-,-,,,,
T285,Brian Johnson,FA,K,-,-,-,417.50,,,,
T285,Greg Joseph,FA,K,-,-,-,-,,,,
T285,Joshua Karty,FA,K,-,-,-,-,,5.00,,
T285,Alex Kessman,FA,K,-,-,-,339.00,,,,
T285,Jonathan Kim,FA,K,-,-,-,-,,,,
T285,Younghoe Koo,FA,K,-,-,-,-,,7.00,,
T285,Lenny Krieg,FA,K,-,-,-,-,,,,
T285,Josh Lambo,FA,K,-,-,-,-,,,,
214,Kirk Cousins,LV,QB,256.42,-,-,305.20,2.98,6.78,,
T285,Dustin Crum,FA,QB,-,-,-,-,,,,
T285,Andy Dalton,PHI,QB,-,-,-,-,,,,
T285,Jalon Daniels,TB,QB,-,-,-,-,,,,
T285,Michael Hiers,FA,QB,-,-,-,-,,,,
T285,Hendon Hooker,TEN,QB,-,-,-,-,,,,
T285,Will Howard,PIT,QB,-,-,-,390.80,,2.00,,
T285,Sam Howell,DAL,QB,-,-,-,-,,,,
T285,Brian Hoyer,FA,QB,-,-,-,-,,,,
T285,Tyler Huntley,BAL,QB,-,-,-,416.00,,5.00,,
T285,Anthony Gordon,FA,QB,-,-,-,-,,,,
T285,Taylen Green,CLE,QB,-,-,70.80,399.50,0.69,,,
T285,Will Grier,CAR,QB,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Mark Gronowski,MIA,QB,-,-,-,-,,,,
T285,Jarrett Guarantano,FA,QB,-,-,-,-,,,,
T285,Jake Haener,FA,QB,-,-,-,-,,,,
T285,Jaren Hall,FA,QB,-,-,-,-,,,,
T285,Gavin Hardison,FA,QB,-,-,-,-,,,,
T285,Felix Harper,FA,QB,-,-,-,-,,,,
T285,Sam Hartman,WAS,QB,-,-,-,-,,,,
T285,Taylor Heinicke,FA,QB,-,-,-,-,,,,
T285,Seth Henigan,FA,QB,-,-,-,-,,,,
T285,Chad Henne,FA,QB,-,-,-,-,,,,
T285,Kevin Davidson,FA,QB,-,-,-,-,,,,
T285,Hunter Dekkers,NO,QB,-,-,-,-,,,,
T285,Tim DeMorat,FA,QB,-,-,-,-,,,,
T285,Tommy DeVito,NE,QB,-,-,-,-,,,,
T285,Ben DiNucci,FA,QB,-,-,-,-,,,,
T285,Joshua Dobbs,FA,QB,-,-,-,-,,,,
T285,Jeff Driskel,FA,QB,-,-,-,-,,,,
T285,Kyron Drones,GB,QB,-,-,-,-,,,,
T285,Max Duggan,FA,QB,-,-,-,-,,,,
T285,Sam Ehlinger,DEN,QB,-,-,-,-,,,,
T285,Quinn Ewers,MIA,QB,-,-,-,356.70,,6.80,,
T285,Danny Ezechukwu,FA,QB,-,-,-,-,,,,
T285,Joe Fagnano,BAL,QB,-,-,-,-,,,,
T285,Cody Fajardo,FA,QB,-,-,-,-,,,,
T285,Justin Fields,KC,QB,-,-,-,362.80,2.23,12.67,,
T285,Nick Fitzgerald,FA,QB,-,-,-,-,,,,
T285,Joe Flacco,CIN,QB,-,-,-,-,,5.00,,
T285,Nick Foles,FA,QB,-,-,-,-,,,,
T285,Jake Fromm,FA,QB,-,-,-,-,,,,
T285,Blaine Gabbert,FA,QB,-,-,-,-,,,,
T285,Dillon Gabriel,CLE,QB,-,-,-,-,,7.67,,
T285,Chase Garbers,FA,QB,-,-,-,-,,,,
T285,Ethan Garbers,FA,QB,-,-,-,-,,,,
T285,Jimmy Garoppolo,FA,QB,-,-,-,-,,5.00,,
T285,Mike Glennon,FA,QB,-,-,-,-,,,,
T285,Graham Mertz,HOU,QB,-,-,-,-,,,,
T285,Cam Miller,MIA,QB,-,-,-,-,,,,
T285,Davis Mills,HOU,QB,-,-,-,-,,5.00,,
T285,Jalen Milroe,SEA,QB,-,-,-,265.80,,5.67,,
T285,Joe Milton,DAL,QB,-,-,-,462.00,,5.00,,
T285,Gardner Minshew,ARI,QB,-,-,-,432.00,,8.00,,
T285,Kellen Mond,FA,QB,-,-,-,-,,,,
T285,Tanner Mordecai,FA,QB,-,-,-,-,,,,
T285,Chandler Morris,FA,QB,-,-,-,-,,,,
T285,Behren Morton,NE,QB,-,-,-,-,,,,
T285,Jalen Morton,FA,QB,-,-,-,-,,,,
T285,Miller Moss,CHI,QB,-,-,-,-,,,,
T285,Nick Mullens,JAX,QB,-,-,-,-,,,,
T285,Josh Love,FA,QB,-,-,-,-,,,,
T285,J.J. McCarthy,MIN,QB,-,-,-,267.30,,12.93,,
T285,Kyle McCord,GB,QB,-,-,-,-,,,,
T285,Colt McCoy,FA,QB,-,-,-,-,,,,
T285,Tanner McKee,PHI,QB,-,-,-,-,,5.00,,
T285,Trace McSorley,FA,QB,-,-,-,-,,,,
T285,Devin Leary,FA,QB,-,-,-,-,,,,
T285,Mitch Leidner,FA,QB,-,-,-,-,,,,
T285,Riley Leonard,IND,QB,-,-,-,350.70,,6.00,,
T285,Will Levis,TEN,QB,-,-,-,-,,2.00,,
T285,Brian Lewerke,FA,QB,-,-,-,-,,,,
T285,Levi Lewis,FA,QB,-,-,-,-,,,,
T285,Chase Litton,FA,QB,-,-,-,-,,,,
T285,Sefo Liufau,FA,QB,-,-,-,-,,,,
T285,Drew Lock,SEA,QB,-,-,-,-,,,,
T285,Rocky Lombardi,FA,QB,-,-,-,-,,,,
T285,Josh Johnson,CIN,QB,-,-,-,-,,,,
179,Daniel Jones,IND,QB,199.64,-,-,196.50,5.80,13.59,,
T285,Emory Jones,FA,QB,-,-,-,-,,,,
T285,Mac Jones,SF,QB,-,-,-,364.00,1.35,5.29,,
T285,Athan Kaliakmanis,WAS,QB,-,-,-,-,,,,
T285,Case Keenum,CHI,QB,-,-,-,-,,,,
T285,Cole Kelley,FA,QB,-,-,-,-,,,,
T285,Chad Kelly,FA,QB,-,-,-,-,,,,
T285,D'Eriq King,FA,QB,-,-,-,-,,,,
T285,Haynes King,CAR,QB,-,-,-,433.50,,,,
T285,Cade Klubnik,NYJ,QB,-,-,39.00,308.60,1.78,3.20,,
T285,Trey Lance,LAC,QB,-,-,-,-,,6.00,,
T285,Kyle Lauletta,FA,QB,-,-,-,-,,,,
T285,Nate Sudfeld,FA,QB,-,-,-,-,,,,
T285,Taulia Tagovailoa,FA,QB,-,-,-,-,,,,
218,Tua Tagovailoa,ATL,QB,261.56,-,-,310.30,4.42,15.63,,
T285,Ryan Tannehill,FA,QB,-,-,-,-,,,,
T285,Tyrod Taylor,GB,QB,-,-,-,-,,5.50,,
T285,Vincent Testaverde,FA,QB,-,-,-,469.00,,,,
T285,Skylar Thompson,BAL,QB,-,-,-,-,,,,
T285,Dorian Thompson-Robinson,FA,QB,-,-,-,-,,,,
T285,Payton Thorne,FA,QB,-,-,-,-,,,,
T285,Nick Tiano,FA,QB,-,-,-,-,,,,
T285,Kyle Trask,FA,QB,-,-,-,-,,,,
T285,Jordan Travis,FA,QB,-,-,-,-,,,,
T285,Mitchell Trubisky,TEN,QB,-,-,-,-,,,,
T285,Clayton Tune,FA,QB,-,-,-,-,,,,
T285,DJ Uiagalelei,LAC,QB,-,-,-,-,,,,
T285,Trevor Siemian,FA,QB,-,-,-,-,,,Ques,Undisclosed
T285,Brandon Silvers,FA,QB,-,-,-,-,,,,
T285,Ty Simpson,LAR,QB,-,-,20.25,167.20,10.42,6.46,,
T285,Kedon Slovis,ARI,QB,-,-,-,-,,,,
210,Geno Smith,NYJ,QB,250.48,-,-,400.50,5.66,14.09,,
T285,J'Mar Smith,FA,QB,-,-,-,-,,,,
T282,Brendan Sorsby,FA,QB,999.00,-,-,-,,,,
T285,Nate Stanley,FA,QB,-,-,-,-,,,,
T285,Joel Stave,FA,QB,-,-,-,-,,,,
T285,Tommy Stevens,FA,QB,-,-,-,-,,,,
T285,Easton Stick,IND,QB,-,-,-,-,,,,
T285,Jarrett Stidham,DEN,QB,-,-,-,-,,,,
T285,Cole Stoudt,FA,QB,-,-,-,-,,,,
T285,Jack Strand,ATL,QB,-,-,-,467.00,,,,
T285,Chris Streveler,FA,QB,-,-,-,-,,,,
T285,Carson Strong,FA,QB,-,-,-,-,,,,
T285,Spencer Rattler,NO,QB,-,-,-,-,,8.33,,
T285,Austin Reed,FA,QB,-,-,-,-,,,,
T285,Jake Retzlaff,FA,QB,-,-,-,-,,,,
T285,Anthony Richardson,IND,QB,-,-,-,326.80,1.86,6.50,,
T285,Desmond Ridder,FA,QB,-,-,-,-,,,,
T285,Philip Rivers,FA,QB,-,-,-,-,,5.00,,
T285,Brogan Roback,FA,QB,-,-,-,-,,,,
T285,Sawyer Robertson,FA,QB,-,-,-,-,,,,
211,Aaron Rodgers,PIT,QB,251.60,-,-,293.10,5.25,11.59,,
T285,Kurtis Rourke,SF,QB,-,-,-,-,,,,
T285,Nathan Rourke,FA,QB,-,-,-,-,,,,
T285,Mason Rudolph,PIT,QB,-,-,-,-,,6.00,,
T285,Cooper Rush,ATL,QB,-,-,-,-,,7.00,,
T285,Broc Rutter,FA,QB,-,-,-,-,,,,
T285,Brett Rypien,FA,QB,-,-,-,-,,,,
240,Shedeur Sanders,CLE,QB,302.08,-,-,264.70,,7.35,,
T285,Spencer Sanders,FA,QB,-,-,-,-,,,,
T285,Garrett Nussmeier,KC,QB,-,-,-,370.00,1.66,3.22,,
T285,Aidan O'Connell,LV,QB,-,-,-,-,,,,
T285,Chris Oladokun,KC,QB,-,-,-,-,,,,
T285,Shea Patterson,FA,QB,-,-,-,-,,,,
T285,Diego Pavia,FA,QB,-,-,-,-,,,,
T285,Cole Payton,PHI,QB,-,-,78.80,394.80,1.23,,,
T285,Andrew Peasley,FA,QB,-,-,-,-,,,,
T285,Michael Penix,ATL,QB,-,-,-,251.10,,13.94,Ques,Knee - ACL
T285,Luis Perez,FA,QB,-,-,-,-,,,,
T285,E.J. Perry,FA,QB,-,-,-,-,,,,
T285,Nathan Peterman,FA,QB,-,-,-,-,,,,
T285,Brandon Peters,FA,QB,-,-,-,-,,,,
T285,Kenny Pickett,CAR,QB,-,-,-,-,,5.00,,
T285,Drew Plitt,FA,QB,-,-,-,-,,,,
T285,Jack Plummer,FA,QB,-,-,-,-,,,,
T285,Michael Pratt,FA,QB,-,-,-,-,,,,
T285,Lincoln Pare,FA,RB,-,-,-,-,,,Ques,Undisclosed
T285,Cordarrelle Patterson,FA,RB,-,-,-,-,,,,
T285,Jaret Patterson,LAC,RB,-,-,-,-,,,,
T285,Rashaad Penny,FA,RB,-,-,-,-,,,,
T285,Camerun Peoples,FA,RB,-,-,-,-,,,,
T285,La'Mical Perine,FA,RB,-,-,-,-,,,,
253,Samaje Perine,CIN,RB,313.89,-,-,361.10,1.16,5.50,,
T285,Ricky Person,FA,RB,-,-,-,-,,,,
T285,Scottie Phillips,FA,RB,-,-,-,-,,,,
T285,Artavis Pierce,FA,RB,-,-,-,-,,,,
T285,Dameon Pierce,PHI,RB,-,-,-,452.00,,5.00,,
T285,Josh Pitsenberger,HOU,RB,-,-,-,-,,,,
T285,Sandro Platzgummer,FA,RB,-,-,-,-,,,,
T285,Ahmani Marshall,CLE,RB,-,-,-,-,,,,
T285,Damien Martinez,GB,RB,-,-,-,-,,6.00,,
T285,Alexander Mattison,FA,RB,-,-,-,-,,3.00,,
T285,DeWayne McBride,FA,RB,-,-,-,-,,,,
T285,John Lovett,FA,RB,-,-,-,-,,,,
T285,Phil Mafah,DAL,RB,-,-,-,-,,,,
T285,CJ Marable,FA,RB,-,-,-,-,,,,
T285,Kevin Marks,FA,RB,-,-,-,-,,,,
T285,Myles Montgomery,NE,RB,-,-,-,-,,,,
T285,Ty Montgomery,FA,RB,-,-,-,-,,,,
T285,Le'Veon Moss,MIA,RB,-,-,-,317.60,,,Reserve-Ret,Undisclosed
T285,Zack Moss,FA,RB,-,-,-,-,,2.00,Ques,Neck
T285,Raheem Mostert,FA,RB,-,-,-,-,,5.00,Ques,Knee
T285,Kalel Mullings,TEN,RB,-,-,-,-,,,,
T285,Latavius Murray,FA,RB,-,-,-,-,,,,
265,Devin Neal,NO,RB,321.80,-,-,228.60,,9.00,,
T285,Lew Nichols,PIT,RB,-,-,-,423.00,,,,
T285,Jaden Nixon,GB,RB,-,-,-,-,,,,
T285,Sone Ntoh,FA,RB,-,-,-,-,,,,
T285,Kene Nwangwu,NYJ,RB,-,-,-,465.00,,,,
T285,Dare Ogunbowale,FA,RB,-,-,-,-,,,,
T285,Jaydn Ott,KC,RB,-,-,-,-,,,,
T285,A.J. Ouellette,FA,RB,-,-,-,-,,,,
T285,Kejon Owens,FA,RB,-,-,-,-,,,Ques,Illness
T285,Joe Mixon,FA,RB,-,-,-,315.00,,12.88,Ques,Foot
T285,A.J. Rose,FA,RB,-,-,-,-,,,,
T285,Kairee Robinson,FA,RB,-,-,-,-,,,,
T285,Keilan Robinson,FA,RB,-,-,-,-,,,Ques,Undisclosed
T285,Miles Sanders,FA,RB,-,-,-,-,,5.00,,
T285,Raheim Sanders,CLE,RB,-,-,-,-,,,,
T285,Mekhi Sargent,FA,RB,-,-,-,-,,,,
T285,Jacob Saylors,DET,RB,-,-,-,-,,,,
T285,Cody Schrader,DEN,RB,-,-,-,-,,,,
T285,Sam Scott,NYJ,RB,-,-,-,-,,,,
T285,Stevie Scott,FA,RB,-,-,-,-,,,,
T285,Zavier Scott,MIN,RB,-,-,-,-,,5.00,,
T285,Trey Sermon,FA,RB,-,-,-,-,,13.00,,
T285,Aaron Shampklin,FA,RB,-,-,-,-,,,,
T285,Will Shipley,PHI,RB,-,-,-,-,,5.00,,
268,Devin Singletary,NYG,RB,323.25,-,-,403.00,1.24,5.43,,
T285,Deneric Prince,FA,RB,-,-,-,-,,,,
T285,Trey Ragas,FA,RB,-,-,-,-,,,,
T285,Adam Randall,BAL,RB,-,-,46.82,233.90,2.19,,,
T285,Clint Ratkovich,FA,RB,-,-,-,-,,,,
T285,Desmond Reid,FA,RB,-,-,-,-,,,Ques,Undisclosed
T285,Craig Reynolds,FA,RB,-,-,-,-,,,Ques,Undisclosed
T285,Demario Richard,FA,RB,-,-,-,-,,,,
T285,Jalen Richard,FA,RB,-,-,-,-,,,,
T285,Dominic Richardson,DAL,RB,-,-,-,-,,,,
T285,Ronnie Rivers,LAR,RB,-,-,-,-,,,,
T285,Aidan Robbins,FA,RB,-,-,-,-,,,,
T285,Kye Robichaux,DET,RB,-,-,-,-,,,Ques,Undisclosed
T285,Bilal Powell,FA,RB,-,-,-,-,,,,
T285,Christian Powell,FA,RB,-,-,-,-,,,,
T285,ShunDerrick Powell,FA,RB,-,-,-,-,,,,
T285,D'Vonte Price,FA,RB,-,-,-,-,,,,
T285,Jase McClellan,FA,RB,-,-,-,-,,,,
T285,Sincere McCormick,SF,RB,-,-,-,-,,,,
T285,Nate McCrary,FA,RB,-,-,-,-,,,,
T285,Seth McGowan,IND,RB,-,-,50.57,270.00,0.75,,,
278,Kenny McIntosh,FA,RB,326.87,-,-,-,,,,
T285,Jerick McKinnon,FA,RB,-,-,-,-,,,,
279,Jaleel McLaughlin,DEN,RB,327.52,-,-,-,,15.00,,
T285,Dontae McMillan,BAL,RB,-,-,-,-,,,,
T285,Travon McMillian,FA,RB,-,-,-,-,,,,
T285,Jeremy McNichols,WAS,RB,-,-,-,-,,5.00,,
T285,Kirk Merritt,FA,RB,-,-,-,-,,,,
T285,Ellis Merriweather,FA,RB,-,-,-,-,,,,
T285,Sony Michel,FA,RB,-,-,-,-,,,,
T285,Dante Miller,NYG,RB,-,-,-,-,,,,
T285,Jam Miller,NE,RB,-,-,39.80,275.60,,2.00,,
T285,Kendre Miller,NO,RB,-,-,-,328.10,,10.33,,
T285,Dedrick Mills,FA,RB,-,-,-,-,,,,
T285,Kendall Milton,CIN,RB,-,-,-,-,,,,
T285,Jordan Mims,MIN,RB,-,-,-,-,,,,
T285,Elijah Mitchell,PHI,RB,-,-,-,-,,5.00,,
T285,Joshua Kelley,FA,RB,-,-,-,-,,,,
T285,John Kelly,FA,RB,-,-,-,-,,,,
T285,Jacob Kibodi,FA,RB,-,-,-,-,,,,
T285,Corey Kiner,ARI,RB,-,-,-,-,,,,
T285,Bam Knight,ARI,RB,-,-,-,-,,6.00,,
T285,Brenden Knox,FA,RB,-,-,-,-,,,,
T285,Bryant Koback,FA,RB,-,-,-,-,,,,
T285,Lan Larison,NE,RB,-,-,-,-,,,,
T285,Dylan Laube,LV,RB,-,-,-,-,,,,
T285,Ray Lawry,FA,RB,-,-,-,-,,,,
T285,Dion Lewis,FA,RB,-,-,-,-,,,,
T285,Phillip Lindsay,FA,RB,-,-,-,-,,,,
235,MarShawn Lloyd,GB,RB,290.77,-,-,250.10,3.26,2.86,,
T285,Austin Jones,FA,RB,-,-,-,-,,,,
T285,Cash Jones,ATL,RB,-,-,-,-,,,,
T285,Ronald Jones,FA,RB,-,-,-,-,,,,
T285,Shermari Jones,FA,RB,-,-,-,-,,,,
T285,Taiwan Jones,FA,RB,-,-,-,-,,,,
T285,Tony Jones,FA,RB,-,-,-,-,,,,
T285,Velus Jones,SEA,RB,-,-,-,-,,,,
T285,Jawhar Jordan,HOU,RB,-,-,-,-,,13.00,,
274,Kaleb Johnson,PIT,RB,324.60,-,-,188.10,,7.60,,
T285,Kerryon Johnson,FA,RB,-,-,-,-,,,,
T285,Montrell Johnson,FA,RB,-,-,-,-,,,Ques,Undisclosed
T285,Roschon Johnson,CHI,RB,-,-,-,-,,7.00,,
256,Ty Johnson,BUF,RB,317.27,-,-,379.20,0.96,5.00,,
T285,Jermar Jefferson,FA,RB,-,-,-,-,,,,
T285,Terrell Jennings,NE,RB,-,-,-,-,,,,
T285,Amar Johnson,LAC,RB,-,-,-,-,,,,
T285,D'Ernest Johnson,FA,RB,-,-,-,-,,,,
201,Jordan James,SF,RB,232.35,-,-,215.70,,2.00,Ques,Ribs
T285,Deon Jackson,FA,RB,-,-,-,-,,,,
T285,Devontae Jackson,FA,RB,-,-,-,-,,,,
T285,Ja'Quinden Jackson,FA,RB,-,-,-,-,,,,
T285,Isaiah Jacobs,FA,RB,-,-,-,-,,,,
